"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_PROTEIN_SECRETION",0.150649350649351,0.351515151515152,0.126253987849115,0.483504200385209,1.25791004503769,87,"ENSMUSG00000062995;ENSMUSG00000026131;ENSMUSG00000016534;ENSMUSG00000054693;ENSMUSG00000001173;ENSMUSG00000034484;ENSMUSG00000007458;ENSMUSG00000032264;ENSMUSG00000015749;ENSMUSG00000030560;ENSMUSG00000063358"
"HALLMARK_PEROXISOME",0.164257555847569,0.365846374387767,0.120985142145252,0.485246018471786,1.24927779266837,80,"ENSMUSG00000046876;ENSMUSG00000020914;ENSMUSG00000066026;ENSMUSG00000040584;ENSMUSG00000042289;ENSMUSG00000018796;ENSMUSG00000056999;ENSMUSG00000029311;ENSMUSG00000028127;ENSMUSG00000021417;ENSMUSG00000031378;ENSMUSG00000034875"
"HALLMARK_HEME_METABOLISM",0.186074429771909,0.366724237190558,0.106729884364606,0.425939896637215,1.19229625499811,159,"ENSMUSG00000025702;ENSMUSG00000020823;ENSMUSG00000039616;ENSMUSG00000022175;ENSMUSG00000037419;ENSMUSG00000016534;ENSMUSG00000033685;ENSMUSG00000025270;ENSMUSG00000026393;ENSMUSG00000002980;ENSMUSG00000047153;ENSMUSG00000059495;ENSMUSG00000021939;ENSMUSG00000028716;ENSMUSG00000024052;ENSMUSG00000022214;ENSMUSG00000091405;ENSMUSG00000096210;ENSMUSG00000024892;ENSMUSG00000044468;ENSMUSG00000062729;ENSMUSG00000000056;ENSMUSG00000041351;ENSMUSG00000039770;ENSMUSG00000001542;ENSMUSG00000028393;ENSMUSG00000026688;ENSMUSG00000020029;ENSMUSG00000022742;ENSMUSG00000028152;ENSMUSG00000033917"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.192411924119241,0.366724237190558,0.112378519110475,0.487303880631006,1.22314563152712,62,"ENSMUSG00000026770;ENSMUSG00000014599;ENSMUSG00000043733;ENSMUSG00000027009;ENSMUSG00000026073;ENSMUSG00000003206;ENSMUSG00000034855;ENSMUSG00000024235;ENSMUSG00000029084;ENSMUSG00000005087;ENSMUSG00000020279;ENSMUSG00000029417;ENSMUSG00000005413"
"HALLMARK_MYOGENESIS",0.193341869398207,0.366724237190558,0.108394255853397,0.449065878354971,1.19313158311579,104,"ENSMUSG00000020908;ENSMUSG00000025809;ENSMUSG00000030103;ENSMUSG00000036256;ENSMUSG00000052512;ENSMUSG00000010609;ENSMUSG00000036606;ENSMUSG00000037225;ENSMUSG00000079037;ENSMUSG00000026414;ENSMUSG00000018796;ENSMUSG00000015312;ENSMUSG00000031950;ENSMUSG00000022610;ENSMUSG00000024892;ENSMUSG00000022817;ENSMUSG00000030592"
"HALLMARK_COMPLEMENT",0.195244055068836,0.366724237190558,0.106323255932708,0.434208032165833,1.1830162797342,131,"ENSMUSG00000033538;ENSMUSG00000058297;ENSMUSG00000025888;ENSMUSG00000016534;ENSMUSG00000032369;ENSMUSG00000024789;ENSMUSG00000031628;ENSMUSG00000042228;ENSMUSG00000009630;ENSMUSG00000019960;ENSMUSG00000040249;ENSMUSG00000048895;ENSMUSG00000019843;ENSMUSG00000021939;ENSMUSG00000030560;ENSMUSG00000025076;ENSMUSG00000043004;ENSMUSG00000015437;ENSMUSG00000015619;ENSMUSG00000017466;ENSMUSG00000024371;ENSMUSG00000072115;ENSMUSG00000018585;ENSMUSG00000000957;ENSMUSG00000042312;ENSMUSG00000003617;ENSMUSG00000014550;ENSMUSG00000031555;ENSMUSG00000026864;ENSMUSG00000021477;ENSMUSG00000019850;ENSMUSG00000031196"
"HALLMARK_PANCREAS_BETA_CELLS",0.202072538860104,0.366724237190558,0.157402899305283,-0.567582099042044,-1.2909845305168,15,"ENSMUSG00000029556;ENSMUSG00000044167"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.262203626220363,0.450574712643678,0.0949751525905595,0.485260821547392,1.17732654360467,43,"ENSMUSG00000053158;ENSMUSG00000021591;ENSMUSG00000079037;ENSMUSG00000028367;ENSMUSG00000021196;ENSMUSG00000064065;ENSMUSG00000018585;ENSMUSG00000018819;ENSMUSG00000022982;ENSMUSG00000005161;ENSMUSG00000028691;ENSMUSG00000018339;ENSMUSG00000020250;ENSMUSG00000025289;ENSMUSG00000023088;ENSMUSG00000028124;ENSMUSG00000013593;ENSMUSG00000031584;ENSMUSG00000050708"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.266666666666667,0.450574712643678,0.181383128498408,-0.351147862780718,-1.1133949047711,90,"ENSMUSG00000030748;ENSMUSG00000026581;ENSMUSG00000032265;ENSMUSG00000038393;ENSMUSG00000055447;ENSMUSG00000024610;ENSMUSG00000057143"
"HALLMARK_FATTY_ACID_METABOLISM",0.296620775969962,0.480337398837342,0.0819778796501272,0.4099004248763,1.11353564693177,127,"ENSMUSG00000028223;ENSMUSG00000027078;ENSMUSG00000020098;ENSMUSG00000041959;ENSMUSG00000068220;ENSMUSG00000037894;ENSMUSG00000011179;ENSMUSG00000031349;ENSMUSG00000018796;ENSMUSG00000030161;ENSMUSG00000049327;ENSMUSG00000029311;ENSMUSG00000024132;ENSMUSG00000023019;ENSMUSG00000028393;ENSMUSG00000021417;ENSMUSG00000022742;ENSMUSG00000089789;ENSMUSG00000021270;ENSMUSG00000028607;ENSMUSG00000029201;ENSMUSG00000018900;ENSMUSG00000018574;ENSMUSG00000019877;ENSMUSG00000041426;ENSMUSG00000032263"
"HALLMARK_TGF_BETA_SIGNALING",0.303886925795053,0.480337398837342,0.149207542435322,-0.41903428821954,-1.12240142573329,40,"ENSMUSG00000025880;ENSMUSG00000021796;ENSMUSG00000022965;ENSMUSG00000020315"
"HALLMARK_NOTCH_SIGNALING",0.317700453857791,0.486478819969743,0.0886261133285098,0.510243382973049,1.13514467232349,24,"ENSMUSG00000010609;ENSMUSG00000027878;ENSMUSG00000039982;ENSMUSG00000050965;ENSMUSG00000015750"
"HALLMARK_HYPOXIA",0.336645962732919,0.492445006676506,0.0749278818393739,0.39550807048014,1.0805095415253,133,"ENSMUSG00000037820;ENSMUSG00000032231;ENSMUSG00000030103;ENSMUSG00000001020;ENSMUSG00000033350;ENSMUSG00000032238;ENSMUSG00000024190;ENSMUSG00000047557;ENSMUSG00000038587;ENSMUSG00000050965;ENSMUSG00000021591;ENSMUSG00000056749;ENSMUSG00000020186;ENSMUSG00000005413;ENSMUSG00000061731;ENSMUSG00000000628;ENSMUSG00000023087;ENSMUSG00000021196;ENSMUSG00000057666;ENSMUSG00000032763;ENSMUSG00000045382;ENSMUSG00000039308;ENSMUSG00000003617;ENSMUSG00000021253;ENSMUSG00000026864;ENSMUSG00000019850;ENSMUSG00000023067;ENSMUSG00000023456;ENSMUSG00000035232;ENSMUSG00000029385;ENSMUSG00000039236;ENSMUSG00000028494;ENSMUSG00000027997;ENSMUSG00000039910;ENSMUSG00000024014;ENSMUSG00000017009;ENSMUSG00000062070;ENSMUSG00000028307;ENSMUSG00000026335;ENSMUSG00000026773;ENSMUSG00000063229;ENSMUSG00000021250"
"HALLMARK_P53_PATHWAY",0.341696535244922,0.492445006676506,0.0721797965581253,0.384147624175718,1.07840214805177,166,"ENSMUSG00000034394;ENSMUSG00000025888;ENSMUSG00000026475;ENSMUSG00000022479;ENSMUSG00000027215;ENSMUSG00000001020;ENSMUSG00000036606;ENSMUSG00000023186;ENSMUSG00000048376;ENSMUSG00000028680;ENSMUSG00000041959;ENSMUSG00000034957;ENSMUSG00000003032;ENSMUSG00000037706;ENSMUSG00000005413;ENSMUSG00000048895;ENSMUSG00000040997;ENSMUSG00000037966;ENSMUSG00000056708;ENSMUSG00000000594;ENSMUSG00000040918;ENSMUSG00000026821;ENSMUSG00000028793;ENSMUSG00000028521;ENSMUSG00000050732;ENSMUSG00000036781;ENSMUSG00000074063;ENSMUSG00000041836;ENSMUSG00000026880"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.373300370828183,0.522620519159456,0.0694481442003175,0.386266377085819,1.05756411968371,135,"ENSMUSG00000002489;ENSMUSG00000066026;ENSMUSG00000037820;ENSMUSG00000030103;ENSMUSG00000063873;ENSMUSG00000042474;ENSMUSG00000052512;ENSMUSG00000037419;ENSMUSG00000024222;ENSMUSG00000024521;ENSMUSG00000030029;ENSMUSG00000003032;ENSMUSG00000023243;ENSMUSG00000024789;ENSMUSG00000005533;ENSMUSG00000005087;ENSMUSG00000018428;ENSMUSG00000020484;ENSMUSG00000060675;ENSMUSG00000037465;ENSMUSG00000052302;ENSMUSG00000029378;ENSMUSG00000040918;ENSMUSG00000003585;ENSMUSG00000042105;ENSMUSG00000031176;ENSMUSG00000032578;ENSMUSG00000034320;ENSMUSG00000031751;ENSMUSG00000031090;ENSMUSG00000025555;ENSMUSG00000018900;ENSMUSG00000025278;ENSMUSG00000057963;ENSMUSG00000084128;ENSMUSG00000020142"
"HALLMARK_COAGULATION",0.462365591397849,0.629330943847073,0.0630790410571939,0.398735323454755,1.00095392637955,61,"ENSMUSG00000016534;ENSMUSG00000019960;ENSMUSG00000040249;ENSMUSG00000019843;ENSMUSG00000021939;ENSMUSG00000024371;ENSMUSG00000021877;ENSMUSG00000005103;ENSMUSG00000072115;ENSMUSG00000000957;ENSMUSG00000031066;ENSMUSG00000042312;ENSMUSG00000031445;ENSMUSG00000006356;ENSMUSG00000031555;ENSMUSG00000021477;ENSMUSG00000031196;ENSMUSG00000022912;ENSMUSG00000039007;ENSMUSG00000028779;ENSMUSG00000035547;ENSMUSG00000027249;ENSMUSG00000020120;ENSMUSG00000018648"
